text,category
PlayStation Plus 04/21,Subscription
Charged $136.25 to Bus ticket,Transport
Spent $255.52 on Shoes purchase this morning,Shopping
Therapy session Luisberg,Healthcare
Spent $9.33 on Maintenance this morning,Housing
purchased water bill for $67.08,Utilities
haircut cost me 343.64,Other
certification exam cost $90.78,Education
theme park txn-70444605,Entertainment
Taxi 01/01,Transport
Kitchen supplies TXN-16726178,Shopping
maintenance,Housing
Paid $345.70 for Phone bill AT&T,Utilities
spent $250.52 on online course,Education
i spent $356.59 on internet service,Utilities
I spent 464.36 on Car insurance,Transport
Coursera subscription 01/19,Education
Donation,Other
Department store $408.31,Shopping
Tutoring session,Education
I spent 247.22 on Apartment rent,Housing
purchased HOA fees for $160.88,Housing
I bought Donation $173.45 today,Other
Target groceries TXN-68128968,Food
Pet food cost me 6.92,Other
Movie theater $160.45,Entertainment
i spent $212.78 on escape room,Entertainment
Clothing store,Shopping
Vitamins and supplements TXN-85208407,Healthcare
tutoring session,Education
Arcade games TXN-02886558,Entertainment
Bought Certification exam for $171.71 today,Education
Karaoke night TXN-00740722,Entertainment
Charged $202.15 to Gas bill on 03/29,Utilities
i paid $114.00 at lunch at work,Food
Spent 334.62 on Mortgage,Housing
Paid $415.27 for Home insurance on Monday,Housing
Electric bill cost $405.53,Utilities
pet food txn-60862402,Other
i spent $316.43 on taxi,Transport
Dining at Olive Garden 03/06,Food
I spent $228.86 on Bus ticket,Transport
Spent 333.51 on Pharmacy prescription,Healthcare
Trash collection TXN-81264766,Utilities
bought electronics store for $330.22 yesterday,Shopping
Tutoring session West Bonnieland,Education
Electric bill TXN-10195406,Utilities
i bought pharmacy $474.71 this morning,Other
$26.31 for Tuition payment,Education
paid 490.36 for eye exam on monday,Healthcare
Lab tests,Healthcare
paid 463.03 for tutoring session,Education
Water bill,Utilities
Workshop fee TXN-49341799,Education
Mortgage Carlaland,Housing
shoes purchase txn-44808976,Shopping
had to pay $291.19 for starbucks last week,Food
Movie theater $300.95,Entertainment
Therapy session $461.53,Healthcare
Paid 174.40 for School supplies,Education
Karaoke night $70.56,Entertainment
paid 388.66 for department store last week,Shopping
I paid $289.44 at KFC,Food
udemy course south lisaberg,Education
bought trash collection for $237.52 dVrmcG,Utilities
Electronics store West Kennethside,Shopping
Shoes purchase 03/26,Shopping
Textbook purchase 04/01 FBKOXL,Education
had to pay $453.24 for Car repair on Monday NGASfm,Transport
Subway pass cost me 169.04,Transport
I spent 53.41 on Arcade games,Entertainment
Gift 01/14,Other
Charged $144.95 to Parking ticket,Transport
Pet food $152.29,Other
Charged $68.72 to Electronics store this week,Shopping
haircut txn-39591944,Other
Paid $226.95 for Kitchen supplies last month,Shopping
paid $98.07 for haircut,Other
had to pay $395.04 for lab tests today,Healthcare
purchased Book purchase for $341.23,Other
whole foods 04/20,Food
Paid $62.51 for Certification exam,Education
Pharmacy 03/04,Other
Subway sandwich,Food
Pizza delivery Foxshire,Food
Paid $155.41 for Gift,Other
spent $463.23 on tutoring session,Education
I paid $100.47 at Pharmacy on Monday,Other
Paid $210.63 for Whole Foods,Food
I spent 202.62 on Vitamins and supplements,Healthcare
Spent 154.41 on HOA fees,Housing
I bought Gift $198.00 today,Other
I bought Doctor visit $204.68,Healthcare
Coursera subscription 02/27,Education
Spent 301.33 on Zoo visit,Entertainment
$292.30 for Department store,Shopping
Gym membership,Subscription
Trash collection,Utilities
Internet service 04/05,Utilities
purchased dental checkup for $17.40,Healthcare
Adobe Creative Cloud TXN-31766333,Subscription
Trash collection cost me 321.40 yesterday,Utilities
dining at olive garden cost me 370.86 this week,Food
paid $215.22 for pizza delivery yesterday,Food
Amazon purchase,Shopping
i spent 170.34 on bowling,Entertainment
i bought parking ticket $408.89,Transport
charged $65.88 to playstation plus this week,Subscription
i bought comedy show $107.20 qpgRtm,Entertainment
Theme park Braymouth,Entertainment
had to pay $447.98 for Heating bill on Monday,Utilities
Google One storage TXN-31109574,Subscription
Online course,Education
Movie theater Lake Nathanview,Entertainment
apple music,Subscription
Spent $68.59 on Apple Music,Subscription
$252.19 for Internet service,Utilities
Charged $162.71 to Department store,Shopping
taxi txn-85512436,Transport
Spent 489.11 on Home decor,Shopping
i spent $474.31 on lab tests,Healthcare
I paid $178.33 at Amazon purchase,Shopping
Concert tickets 03/08 pGYAAE,Entertainment
$286.47 for Dry cleaning,Other
Tutoring session 02/21,Education
Phone bill AT&T Julieside DMScca,Utilities
purchased Concert tickets for $198.67,Entertainment
I spent $468.85 on Car insurance last week,Transport
had to pay $399.86 for Uber trip,Transport
Whole Foods 01/03,Food
lab tests txn-74835317,Healthcare
Bought Tutoring session for $469.44,Education
$38.84 for costco groceries on monday,Food
uber trip txn-02925547,Transport
concert tickets 02/23,Entertainment
I spent 368.70 on Gas bill,Utilities
Paid 458.12 for Water bill on Monday,Utilities
Electric bill TXN-75503055,Utilities
Spent 466.80 on Therapy session today,Healthcare
Online shopping order $268.22,Shopping
I spent $481.46 on Whole Foods tEIgwE,Food
I bought Disney+ subscription $496.45,Subscription
had to pay $186.51 for Kitchen supplies this week,Shopping
Hulu subscription TXN-61154384,Subscription
hoa fees,Housing
I spent 30.02 on Heating bill,Utilities
Car repair Andrewstad,Transport
bowling,Entertainment
home decor cost me 105.58,Shopping
Spent 7.13 on Book purchase,Other
Bought Amazon purchase for $126.07,Shopping
Bus ticket cost me 345.56,Transport
Bought Textbook purchase for $228.50,Education
Doctor visit,Healthcare
had to pay $335.99 for KFC last month,Food
I bought Uber trip $346.35,Transport
Lyft ride TXN-19621166,Transport
i spent $400.45 on heating bill on 01/02,Utilities
I spent $40.44 on Book purchase,Other
Doctor visit 04/13,Healthcare
Physical therapy West Anna WUVRhC,Healthcare
Lab tests cost $5.07,Healthcare
spent 11.37 on shoes purchase,Shopping
I spent 416.42 on Vitamins and supplements,Healthcare
Phone bill AT&T New Kathyview,Utilities
Lyft ride Coxfurt,Transport
Trash collection New Donald,Utilities
Museum tickets Francisville,Entertainment
I spent $97.33 on Haircut,Other
had to pay $134.34 for Language learning app,Education
Vitamins and supplements Myersmouth,Healthcare
Amazon purchase 01/10 aeBRBX,Shopping
Bought Concert tickets for $134.04 this morning,Entertainment
Bought Department store for $380.53,Shopping
Target groceries 02/06,Food
Paid 366.77 for Parking ticket,Transport
haircut new stevenland,Other
Paid 450.01 for Doctor visit,Healthcare
spent $224.99 on lab tests,Healthcare
i bought coursera subscription $191.51,Education
Electronics store 03/31,Shopping
I bought House payment $29.48,Housing
Dental checkup cost $379.63,Healthcare
Spent $38.29 on Physical therapy,Healthcare
urgent care visit 02/27,Healthcare
Eye exam 01/04,Healthcare
language learning app 01/18,Education
I paid $445.29 at Amazon purchase,Shopping
Maintenance $97.51 today,Housing
I spent 158.02 on Vitamins and supplements,Healthcare
i bought coffee shop $296.29 axilGB,Food
Charged $308.94 to Coursera subscription this week,Education
$392.52 for Haircut this morning,Other
Bought iCloud storage for $401.47,Subscription
Spent $206.23 on Urgent care visit this morning,Healthcare
Spent 152.89 on Restaurant dinner on Monday,Food
I paid $43.13 at Pharmacy prescription,Healthcare
Paid 266.26 for Doctor copay,Other
Therapy session $72.44,Healthcare
Gas bill cost $98.71 this week,Utilities
purchased Language learning app for $216.71,Education
theme park txn-84219725,Entertainment
Paid $446.86 for Kitchen supplies,Shopping
pizza delivery txn-12000340,Food
Haircut North Yolandahaven,Other
bought pet food for $139.33,Other
udemy course 02/28,Education
i paid $102.03 at car insurance last month,Transport
Spent $11.73 on Mortgage,Housing
$189.86 for pet food,Other
Oil change $319.29,Transport
Lab tests TXN-69584565,Healthcare
Tuition payment,Education
I spent $361.33 on Arcade games,Entertainment
Museum tickets 04/11,Entertainment
Internet service 01/10,Utilities
trash collection 04/03,Utilities
had to pay $99.37 for subway pass yesterday,Transport
Paid $469.19 for HBO Max on 03/19,Subscription
textbook purchase txn-73890959,Education
HBO Max 04/03,Subscription
Charged $394.13 to Doctor visit,Healthcare
Parking ticket $398.46,Transport
house payment new allisontown,Housing
therapy session west tracey,Healthcare
internet service cost me 222.78,Utilities
YouTube Premium Port Michael,Subscription
heating bill cost me 493.13,Utilities
Electronics store TXN-20473433,Shopping
Language learning app,Education
taxi new tarafort,Transport
Arcade games,Entertainment
Spent 413.02 on Phone bill AT&T,Utilities
subway pass $224.76 this week,Transport
I paid $196.45 at Target groceries,Food
$423.13 for Health insurance premium,Healthcare
comedy show laurafurt,Entertainment
purchased School supplies for $326.49,Education
Dry cleaning $372.58,Other
water bill,Utilities
Dental checkup 04/09,Healthcare
water bill robinsonville,Utilities
had to pay $448.88 for udemy course,Education
i spent 342.98 on doctor copay last month qKURPu,Other
had to pay $492.78 for mcdonalds,Food
Apple Music TXN-70289930,Subscription
Doctor visit Karenport,Healthcare
physical therapy txn-23029149,Healthcare
hoa fees cost me 132.58,Housing
heating bill,Utilities
Urgent care visit,Healthcare
had to pay $92.04 for Comedy show last week,Entertainment
health insurance premium port terriborough,Healthcare
had to pay $54.10 for Property tax,Housing
HOA fees cost me 393.41,Housing
Charged $170.71 to Escape room,Entertainment
Car insurance,Transport
Bowling Port Natalieside,Entertainment
Charged $327.75 to Gas station,Transport
$163.11 for Adobe Creative Cloud on 04/07,Subscription
Health insurance premium Lisashire,Healthcare
Electronics store 03/05,Shopping
Museum tickets,Entertainment
I spent $270.90 on Water bill,Utilities
theme park 01/01,Entertainment
I spent $293.77 on Donation,Other
Heating bill,Utilities
Book purchase 01/22,Other
Bowling cost $402.26 today,Entertainment
I bought Tuition payment $179.11 on Monday,Education
Spent 389.80 on Online course on 01/07,Education
tutoring session new alejandro,Education
spent 479.08 on physical therapy,Healthcare
Bought Donation for $63.86,Other
tutoring session mccoymouth,Education
bought google one storage for $313.00,Subscription
Spent 368.29 on Phone bill AT&T,Utilities
I paid $475.32 at Arcade games,Entertainment
Charged $90.38 to Online course,Education
Comedy show 01/21,Entertainment
Urgent care visit TXN-81021680,Healthcare
Spent $16.17 on Home insurance,Housing
spent 228.17 on youtube premium,Subscription
charged $406.82 to car repair,Transport
purchased furniture store for $45.87 yesterday,Shopping
Tuition payment cost me 164.52,Education
Costco groceries,Food
Home insurance,Housing
Jewelry purchase cost me 228.16,Shopping
Charged $249.56 to Doctor visit today,Healthcare
i spent 104.06 on hulu subscription,Subscription
Pet food,Other
Charged $398.69 to Netflix subscription,Subscription
Coursera subscription $152.70,Education
Urgent care visit TXN-34943816,Healthcare
Vitamins and supplements Baldwinfort,Healthcare
Heating bill,Utilities
Bought Netflix subscription for $422.24,Subscription
Paid $282.98 for Lyft ride today,Transport
Hulu subscription TXN-20867782,Subscription
online course north stacey,Education
i paid $470.64 at arcade games on monday,Entertainment
escape room txn-87279023,Entertainment
I spent $295.66 on Physical therapy,Healthcare
Home decor Wallacefurt,Shopping
Uber trip,Transport
Lab tests 02/04,Healthcare
Paid $353.78 for Haircut,Other
trash collection 03/31,Utilities
$385.81 for vitamins and supplements,Healthcare
i spent $28.28 on amazon purchase,Shopping
charged $413.38 to dry cleaning this morning,Other
Zoo visit cost $212.53,Entertainment
I paid $325.67 at Restaurant dinner,Food
Escape room South Rhonda,Entertainment
starbucks txn-33422244,Food
Doctor visit TXN-62062619,Healthcare
Target groceries TXN-84081704,Food
Dry cleaning Ryanport,Other
lyft ride tracychester,Transport
Pet food TXN-96187562,Other
bought movie theater for $211.74,Entertainment
had to pay $65.91 for Property tax,Housing
rent payment cost $174.72,Housing
taxi $45.56 on monday,Transport
Parking ticket TXN-48362603,Transport
Water bill cost me 300.98,Utilities
HOA fees 04/01,Housing
i spent $201.13 on cell phone bill,Utilities
clothing store $49.87 this week,Shopping
Uber trip,Transport
I spent 357.02 on Comedy show,Entertainment
spent $383.18 on gas bill,Utilities
Starbucks West Rachel,Food
Haircut Dianastad,Other
I bought Urgent care visit $80.23,Healthcare
$397.49 for Gym membership,Subscription
Spent $469.89 on Escape room,Entertainment
heating bill 02/05,Utilities
Zoo visit Amandachester,Entertainment
apartment rent txn-54088214,Housing
tutoring session cost me 140.18 this week,Education
Health insurance premium TXN-87801729,Healthcare
I bought Workshop fee $430.89,Education
Tutoring session North James,Education
Doctor copay,Other
pet food port juliefurt,Other
phone bill at&t cost me 340.17 last week,Utilities
hoa fees carterstad,Housing
Paid 102.98 for Department store,Shopping
doctor copay,Other
parking ticket 01/01,Transport
Apple Music 04/01,Subscription
had to pay $48.94 for Car insurance,Transport
Donation cost $300.02 on Monday,Other
Bought Car repair for $293.78 this morning,Transport
I spent 326.71 on Museum tickets,Entertainment
Uber trip,Transport
had to pay $132.35 for Dining at Olive Garden,Food
theme park 01/22,Entertainment
Certification exam TXN-23173316,Education
Paid 496.31 for Apartment rent,Housing
jewelry purchase new kirkhaven,Shopping
audible membership 01/25,Subscription
I paid $218.73 at Restaurant dinner last week,Food
Tuition payment,Education
Spent $347.42 on Dining at Olive Garden,Food
had to pay $225.15 for Parking ticket,Transport
Charged $234.60 to Lab tests,Healthcare
walmart groceries 04/21,Food
Doctor copay TXN-88779287,Other
had to pay $182.83 for Dental checkup this morning,Healthcare
bought netflix subscription for $115.26,Subscription
i spent $455.29 on audible membership,Subscription
Target groceries TXN-81542611,Food
Physical therapy 03/31,Healthcare
purchased Electronics store for $9.28 this morning,Shopping
